nomem_encr;cv22n_m1;cv22n_m2;cv22n_m3;cv22n160;cv22n242;cv22n001;cv22n002;cv22n003;cv22n166;cv22n006;cv22n167;cv22n168;cv22n008;cv22n009;cv22n010;cv22n011;cv22n012;cv22n013;cv22n014;cv22n015;cv22n016;cv22n017;cv22n018;cv22n019;cv22n020;cv22n021;cv22n022;cv22n023;cv22n024;cv22n025;cv22n026;cv22n027;cv22n028;cv22n029;cv22n030;cv22n031;cv22n032;cv22n033;cv22n034;cv22n035;cv22n036;cv22n037;cv22n038;cv22n039;cv22n040;cv22n041;cv22n042;cv22n043;cv22n044;cv22n045;cv22n046;cv22n047;cv22n048;cv22n049;cv22n050;cv22n051;cv22n052;cv22n053;cv22n307;cv22n208;cv22n243;cv22n308;cv22n210;cv22n245;cv22n246;cv22n251;cv22n248;cv22n250;cv22n249;cv22n247;cv22n253;cv22n304;cv22n255;cv22n252;cv22n321;cv22n322;cv22n254;cv22n257;cv22n256;cv22n323;cv22n324;cv22n260;cv22n259;cv22n261;cv22n262;cv22n263;cv22n065;cv22n066;cv22n067;cv22n068;cv22n069;cv22n070;cv22n071;cv22n072;cv22n073;cv22n075;cv22n211;cv22n216;cv22n213;cv22n215;cv22n214;cv22n212;cv22n218;cv22n305;cv22n220;cv22n217;cv22n325;cv22n326;cv22n219;cv22n264;cv22n221;cv22n327;cv22n328;cv22n222;cv22n318;cv22n224;cv22n317;cv22n225;cv22n329;cv22n240;cv22n306;cv22n315;cv22n267;cv22n331;cv22n332;cv22n230;cv22n320;cv22n330;cv22n333;cv22n334;cv22n199;cv22n309;cv22n234;cv22n205;cv22n200;cv22n310;cv22n236;cv22n098;cv22n311;cv22n238;cv22n101;cv22n102;cv22n103;cv22n104;cv22n105;cv22n106;cv22n107;cv22n108;cv22n109;cv22n110;cv22n111;cv22n112;cv22n113;cv22n114;cv22n115;cv22n116;cv22n117;cv22n118;cv22n119;cv22n120;cv22n121;cv22n122;cv22n123;cv22n124;cv22n125;cv22n126;cv22n127;cv22n128;cv22n129;cv22n130;cv22n131;cv22n132;cv22n133;cv22n134;cv22n139;cv22n140;cv22n141;cv22n142;cv22n143;cv22n144;cv22n145;cv22n146;cv22n147;cv22n148;cv22n151;cv22n152;cv22n153;cv22n154;cv22n274;cv22n275;cv22n276;cv22n277;cv22n278;cv22n289;cv22n290;cv22n291;cv22n292;cv22n279;cv22n280;cv22n281;cv22n282;cv22n283;cv22n293;cv22n294;cv22n295;cv22n296;cv22n284;cv22n285;cv22n286;cv22n287;cv22n288;cv22n297;cv22n298;cv22n299;cv22n300;cv22n301;cv22n302;cv22n303
855379;202112;202201;202203;22;2;3;1;1;0;0;0; ;3;1;3;1;3;0;0;0;5;0;0;0;0;0;10;5;5;5;5;5;5;5;0;0;0;5;0;0;0;0;0;10;5;5;5;5;5;5;5;1;1;1;2;2;1;2; ; ;0; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;5;5;5;1;2;4;3;5;1;1;5;3;4;5;2;5;1;1;5;5;5;5;3;1;5;5;5;5;4;4;4;4;4;4;5;5;5;3;2;1;1;6;6;1;1;1;1;1;5;5;5;5;2021-12-13;14:47:00;2021-12-13;14:49:57;5;5;1;1;1;2022-01-19;09:42:16;2022-01-19;09:44:49;1;5;5;5;5;2022-03-15;09:32:30;2022-03-15;09:37:58;177;153;328
855421;202112;202201;202202;35;2;4;1;1;1;0;0; ;1;4;2;4;1;8;8;10;7;7;7;7;9;7;8;6;9;10;7;9;8;7;7;7;7;7;5;5;-9;-9;7;-9;6;10;10;7;7;7;7;1;1;1;2;1;2;1;7; ;100; ; ; ;50;0;0;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;7;4;0;7;10;8;4;0;-9;7;-9;0;2;0;-9;5;0;10;2;2;-9;10;-9;3;0;-9;6;-9;5;8;0;-9;5;0;2; ; ; ;1;1; ;2; ; ;6;4;5;3;4;4;1;3;5;2;2;1;1;1;1;4;5;2;4;3;4;3;3;1;1;3;5;5;2;5;4;1;4;2;5;5;3;1;1;1;1;1;4;1;1;1;1;1;3;5;3;5;5;2021-12-07;18:38:35;2021-12-07;18:41:43;1;5;3;5;5;2022-01-03;13:03:42;2022-01-03;13:07:05;3;5;5;5;5;2022-02-07;13:38:27;2022-02-07;13:43:11;188;203;284
855422;-9;-9;202203;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;4;-9;1;4;2;4;2;2;4;1;3;3;3;3;3;4;2;2;4;3;3;1;3;5;5;5;5;2;2;3;2;3;4;3;3;1;1;1;1;3;3;2;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;2;2;2;2022-03-29;04:07:54;2022-03-29;04:12:15; ; ;261
855429;202201;-9;202202;-9;-9;2;1;1;1;0;0; ;1;2;2;2;2;6;7;9;9;5;5;4;8;7;9;8;10;9;7;4;6;6;5;7;8;9;5;6;5;9;7;6;7;4;8;6;5;5;5;2;2;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;3;3;4;3;2;4;2;2;3;1;3;3;3;2;2;3;3;2;3;5;1;1;3;5;4;4;4;3;3;2;3;2;3;4;2;2;1;1;1;4;4;4;1;1;1;4;4;4;4;3;2022-01-19;22:41:07;2022-01-19;22:44:44; ; ; ; ; ; ; ; ; ;4;5;3;3;3;2022-02-28;14:02:39;2022-02-28;14:07:47;217; ;308
855465;202112;202202;202202;58;1;2;1;1;0;0;0; ;2;2;2;2;2;4;3;7;7;2;2;0;2;2;8;8;8;7;7;8;6;6;4;4;7;7;5;1;1;2;4;8;8;8;7;8;8;7;7;1;1;1;2;2;1;1;1; ;75;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;4;0;3;2;1;0;0;0;7;8;7;8;0;0;7;0;8;1;0;1;0;0;0;0;0;6;6;8;7;0;0;8;0;2; ; ; ;2; ; ;2; ; ;8;5;4;3;4;4;1;3;4;2;2;4;2;3;3;4;2;1;2;4;3;3;3;2;2;4;4;4;4;4;3;2;1;3;4;4;4;3;2;2;1;1;3;2;2;1;1;1;1;4;3;4;5;2021-12-09;09:28:25;2021-12-09;09:43:12;1;4;3;4;5;2022-02-21;08:49:36;2022-02-21;08:52:22;1;4;3;4;5;2022-02-21;08:52:28;2022-02-21;08:56:30;887;166;242
855468;202112;202201;202202;82;2;3;0;0;0;1;0; ;-9; ;3; ;3;4;4;5;5;4;4;4;5;4;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;1;1;1;2;2;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9;-9;-9;-9;-9;-9;-9;-9;-9; ;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;-9;4;5;2;3;2;1;3;3;3;3;3;3;3;3;1;3;1;4;1;3;4;3;3;3;3;3;3;3;1;1;3;1;3;3;3;4;2;2;2;2;4;4;4;2;3;3;3;3;1;3;3;2021-12-12;15:33:28;2021-12-12;15:37:44;3;3;1;3;3;2022-01-13;22:16:34;2022-01-13;22:19:11;3;3;1;3;3;2022-02-08;20:14:25;2022-02-08;20:35:04;256;157;1239
855477;202112;202201;202202;59;1;3;1;1;0;0;0; ;1;3;1;3;1;8;7;10;9;6;5;6;5;7;9;8;8;9;6;7;8;7;7;6;9;9;5;4;5;5;7;7;7;8;8;6;7;8;7;2;2;1;2;1;2;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;6;1;1;7;8;7;0;6;1;7;1;0;2;2;0;2;5;6;0;1;5;8;7;0;3;1;8;1;1;3;6;1;1;2; ; ; ;1;7; ;2; ; ;3;5;4;3;2;2;3;4;5;2;1;4;1;4;4;4;4;3;4;2;4;4;4;2;1;4;5;4;3;4;3;3;4;3;2;4;2;1;1;1;1;1;4;1;2;1;2;1;1;4;3;4;4;2021-12-21;19:54:24;2021-12-21;19:58:27;1;5;3;4;5;2022-01-24;20:00:55;2022-01-24;20:04:57;1;5;3;4;4;2022-02-21;17:00:50;2022-02-21;17:07:43;243;242;413
855502;-9;202202;202202;35;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8; ;100; ; ; ;0;0;0;0;0;0;25;0;15;50;10;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;6;3;0;7;4;4;6;0;6;8;7;0;5;2;2;0;-9;5;4;1;6;5;3;8;0;-9;8;-9;3;7;0;-9;0;2;2; ; ; ;1;8; ;2; ; ;4;2;4;2;2;4;2;1;5;2;1;3;1;3;3;5;4;3;4;2;2;3;3;3;4;2;3;2;2;3;2;1;4;2;4;5;4;2;2;1;1;1;2;4;2;1;2;1; ; ; ; ; ; ; ; ; ;1;5;4;5;4;2022-02-21;13:26:34;2022-02-21;13:30:28;4;5;5;5;3;2022-02-21;13:33:57;2022-02-21;14:34:45; ;234;3648
855508;202112;202201;202202;54;2;4;0;1;0;0;0; ;2;2;3;2;2;6;5;8;8;6;6;1;8;7;9;9;9;9;6;9;6;6;6;5;8;8;5;5;1;8;7;7;8;8;9;6;8;5;5;2;2;1;2;2;1;1;1; ;100; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;7;7;0;5;7;5;4;0;3;0;0;0;0;0;5;3;-9;7;6;0;5;6;-9;6;0;-9;-9;-9;-9;0;-9;-9;-9;0;2; ; ; ;1;1; ;2; ; ;7;5;3;2;5;4;3;1;5;1;1;5;1;4;4;5;3;1;5;3;2;2;4;1;1;5;5;5;5;5;1;1;1;1;4;4;3;2;2;1;1;2;3;6;1;1;1;1;1;5;1;5;5;2021-12-17;12:14:52;2021-12-17;12:19:22;1;5;1;5;5;2022-01-04;22:46:43;2022-01-04;22:50:29;1;5;1;4;5;2022-02-13;14:42:25;2022-02-13;14:49:44;270;226;439
855548;202112;202202;202202;80;2;3;1;0;1;0;0; ;1;4;1;3;2;6;6;8;7;5;4;4;4;6;8;9;8;9;8;9;6;5;5;4;8;6;6;5;5;5;7;8;8;7;8;7;8;6;5;1;1;1;2;1;2;1;3; ;100; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;5;6;0;8;1;3;2;0;1;6;4;2;4;1;4;3;1;6;5;0;8;2;5;5;0;1;6;4;2;6;1;3;3;1;1;3; ;2; ; ; ;2; ; ;6;4;4;4;2;4;1;3;3;2;2;3;2;3;3;5;3;2;4;2;3;4;4;3;3;4;5;4;4;4;3;1;5;3;5;5;3;4;2;2;1;1;5;2;3;1;3;1;1;5;3;3;3;2021-12-28;12:00:15;2021-12-28;12:04:16;1;5;3;3;3;2022-02-22;15:25:19;2022-02-22;15:30:23;1;5;3;3;3;2022-02-22;15:31:58;2022-02-22;15:39:39;241;304;461
855582;202112;202201;202202;85;1;4;1;0;0;0;0; ;2;3;1;2;2;8;8;6;8;6;7;7;7;3;8;9;9;9;8;8;9;9;9;9;7;8;7;7;7;7;5;8;8;8;8;7;7;8;-9;2;1;1;2;1;1;1;8; ;90;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;6;-9;7;-9;4;-9;-9;-9;7;-9;-9;7;-9;-9;-9;-9;7;5;-9;6;6;-9;-9;-9;-9;7;-9;-9;7;-9;-9;-9;2;1;8; ;3; ; ; ;2; ; ;3;2;5;5;2;1;4;3;4;2;5;4;2;3;3;2;4;1;1;5;2;4;4;2;2;2;4;3;3;2;2;1;4;2;4;4;4;2;2;2;2;2;3;2;2;2;1;2;2;5;2;4;5;2021-12-18;12:03:29;2021-12-18;12:10:03;1;5;1;5;4;2022-01-11;11:38:38;2022-01-11;11:44:16;1;5;1;5;5;2022-02-10;12:09:41;2022-02-10;12:21:03;394;338;682
855584;202112;202201;202202;56;2;1;0;0;1;0;0; ;1;3;1;2;1;0;0;0;4;0;0;0;0;1;3;5;2;0;5;0;6;5;0;0;0;4;0;0;0;0;2;2;3;3;2;6;0;5;5;1;1;1;2;1;1;1;9; ;100; ; ; ; ; ;30; ; ; ; ;30;30; ; ; ; ; ; ;10; ; ; ;0;0; ;1;0;0;0;0;1;1;0;0; ;1;0;8;1;2;0;0;7;8;1;1;1;1;6;1;7;5;1;0;7;3;2;1;0;6;2;1;1;3;2;4;1;8;2;2; ; ; ;1;9; ;2; ; ;5;3;3;5;5;3;4;2;4;2;2;3;3;3;3;3;2;1;3;4;2;4;5;3;2;3;5;4;4;4;3;4;3;3;4;3;3;2;1;1;1;1;3;2;3;1;3;3;1;5;1;5;5;2021-12-06;12:39:36;2021-12-06;12:44:15;1;5;5;4;5;2022-01-24;20:33:50;2022-01-24;20:39:39;1;5;3;3;3;2022-02-21;20:21:58;2022-02-21;20:29:19;279;349;441
855585;-9;-9;202203;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;2;3;4;2;3;4;2;2;3;2;4;4;4;4;2;4;3;2;2;3;2;2;2;4;3;3;4;2;2;4;2;2;3;3;2;2;2;2;2;4;2;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;2;3;3;2022-03-29;20:11:53;2022-03-29;20:18:07; ; ;374
855627;202112;202201;202202;71;2;2;1;0;0;0;0; ;2;1;1;1;2;6;6;9;7;6;6;6;6;7;6;8;8;8;8;7;7;7;6;6;8;7;6;6;6;6;8;7;8;9;9;7;8;8;8;1;1;1;1;1;2;1;4; ;99; ; ; ;0;80;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;2;8;0;1;7;7;7;0;6;4;6;1;3;0;2;1;0;5;9;0;4;5;7;7;0;5;4;5;1;4;1;4;1;0;1;4; ;2; ; ; ;2; ; ;2;5;5;3;2;4;1;2;4;2;2;4;2;4;4;4;3;3;4;2;3;4;3;4;2;3;4;4;3;3;3;3;4;3;4;4;3;3;2;2;1;1;4;2;3;1;3;2;5;5;5;5;5;2021-12-08;14:43:41;2021-12-08;14:46:58;4;5;4;5;4;2022-01-06;14:39:35;2022-01-06;14:44:29;5;5;5;5;5;2022-02-09;13:20:15;2022-02-09;13:25:33;197;294;318
855673;202112;202201;202202;42;2;2;1;1;1;0;0; ;-9;3;2;2;2;6;6;7;6;7;6;5;5;6;6;7;7;8;5;6;6;6;6;6;6;6;6;6;5;5;6;6;6;7;7;6;6;6;6;2;2;1;1;1;2;1;4; ;80; ; ; ;20;50;0;0;0;10;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;5;6;4;5;-9;5;5;2;5;6;6;5;4;2;4;5;2;6;4;4;5;3;5;5;4;5;6;-9;5;5;4;-9;4;2;2; ; ; ;1;4; ;2; ; ;4;4;3;3;4;4;3;1;4;2;2;3;3;3;3;4;4;3;4;4;4;2;4;3;2;4;4;3;4;4;3;2;3;3;3;2;2;2;2;1;1;1;5;3;3;2;2;2;4;4;4;5;5;2021-12-06;13:10:01;2021-12-06;13:12:19;4;4;4;4;4;2022-01-03;13:30:12;2022-01-03;13:33:30;4;4;4;4;3;2022-02-07;12:27:52;2022-02-07;12:32:25;138;198;273
855679;202112;202201;202202;74;2;1;1;1;1;0;0; ;1;3;1;3;2;1;1;8;8;1;1;1;7;9;5;8;6;9;2;5;7;7;1;1;8;8;1;1;1;7;9;5;8;9;9;2;5;8;8;1;1;1;2;1;2;1;6; ;100; ; ; ;0;5;0;0;80;5;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;0;2;0;2;8;2;2;0;5;0;4;0;0;0;2;0;0;0;2;0;1;8;6;2;0;5;1;3;0;0;0;0;0;0;1;6; ;3; ; ; ;2; ; ;2;5;5;2;3;4;3;2;4;3;2;5;1;4;4;4;4;3;4;4;2;3;4;3;1;5;5;3;4;3;3;3;4;3;3;4;3;2;2;2;1;1;5;1;4;1;2;2;1;5;4;5;5;2021-12-20;14:18:06;2021-12-20;14:22:29;1;5;5;5;5;2022-01-10;15:18:41;2022-01-10;15:25:08;1;5;4;5;5;2022-02-21;13:21:07;2022-02-21;13:28:53;263;387;466
855682;202112;202201;202202;70;1;3;1;0;0;0;0; ;2;3;2;2;2;8;8;8;8;7;7;4;4;5;7;7;8;8;8;8;9;6;7;7;7;7;6;6;5;5;5;7;8;8;8;7;8;9;5;1;2;2;2;1;2;1;3; ;80;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;6;6;0;6;6;6;5;0;1;2;1;1;1;1;6;0;1;8;7;1;8;7;5;6;1;1;3;3;2;2;1;2;2;0;2; ; ; ;1;6; ;2; ; ;3;5;5;3;4;1;3;4;5;2;4;4;1;4;4;5;4;3;4;3;3;5;4;3;1;3;5;5;5;4;2;2;2;2;4;4;5;2;2;2;2;2;4;4;2;1;1;1;2;4;4;5;5;2021-12-07;20:52:58;2021-12-07;20:55:40;2;5;4;5;5;2022-01-19;17:18:36;2022-01-19;17:22:03;1;5;5;5;5;2022-02-09;18:05:19;2022-02-09;18:10:53;162;207;334
855722;202112;202201;202202;22;2;3;1;1;0;0;0; ;2;2;2;2;2;7;7;7;9;7;6;-9;-9;5;9;8;5;6;6;7;9;6;7;7;7;8;6;6;-9;-9;3;8;7;3;6;6;7;8;6;2;1;2;2;2;1;1;6; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;2;5;3;3;-9;1;4;2;5;2;1;3;1;3;3;4;3;3;5;2;3;3;3;1;1;3;5;4;3;4;3;2;2;3;4;4;2;2;3;2;2;1;4;6;1;1;1;1;4;4;4;3;3;2021-12-06;23:12:00;2021-12-06;23:16:12;5;4;4;3;2;2022-01-06;23:26:24;2022-01-06;23:29:57;5;3;4;4;4;2022-02-12;13:09:10;2022-02-12;13:24:49;252;213;939
855728;202112;202201;202202;56;1;1;1;1;0;0;0; ;2;1;1;1;3;1;1;1;1;1;1;1;-9;-9;-9;5;2;-9;1;1;6;6;1;-9;2;-9;0;1;2;-9;6;-9;7;2;-9;1;-9;2;-9;1;1;1;2;1;1;1;-9; ;50;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;1;0;-9;0;1;-9;0;0;0;0;-9;-9;0;0;-9;-9;0;0;0;-9;0;0;0;0;0;0;0;0;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;4;3;5;5;1;3;2;4;3;3;2;3;3;3;2;4;1;1;4;2;2;4;2;4;4;4;3;4;4;3;2;3;2;5;4;4;3;2;2;2;2;5;6;3;1;2;2;4;3;5;4;4;2021-12-17;19:44:21;2021-12-19;15:05:30;5;5;3;1;1;2022-01-22;16:05:40;2022-01-22;16:10:10;4;3;5;4;4;2022-02-13;18:02:17;2022-02-13;18:11:26;156069;270;549
855729;-9;-9;202203;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;2;5;2;3;4;5;3;1;4;1;3;3;5;4;4;5;1;4;3;1;1;1;1;3;5;2;1;4;2;3;1;2;4;3;1;1;1;1;1;5;3;2;5;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;5;2022-03-28;12:22:28;2022-03-28;12:27:16; ; ;288
855783;202112;202201;202202;27;2;3;1;1;1;0;0; ;2;2;1;2;2;7;7;9;9;7;7;8;7;9;6;9;9;9;9;9;9;9;6;6;9;8;6;6;7;7;8;3;10;10;10;9;9;9;9;2;2;2;1;2;2;1;1; ;75; ; ; ;75;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;8;8;0;7;0;7;6;0;6;0;7;0;0;0;6;4;2;7;4;0;7;0;5;3;0;-9;0;-9;-9;0;0;-9;4;1;2; ; ; ;2; ; ;2; ; ;7;4;3;2;4;3;4;1;5;1;1;2;1;4;3;4;2;2;4;2;2;4;4;2;1;3;5;5;4;5;4;2;2;3;5;1;5;2;1;1;1;1;6;6;2;1;1;1;1;4;3;3;3;2021-12-10;12:51:45;2021-12-10;12:53:51;1;1;1;1;1;2022-01-20;09:43:06;2022-01-20;09:46:23;2;4;4;4;4;2022-02-21;13:02:04;2022-02-21;13:06:54;126;197;290
855789;202112;202201;202202;76;1;2;1;0;1;0;0; ;1;4;1;4;1;4;8;8;9;7;7;8;8;8;8;9;9;9;7;7;8;7;4;8;8;9;8;8;9;9;9;8;9;9;9;7;7;8;7;2;2;1;2;1;2;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ;5;7;3;6;6;10;7;3;6;7;5;6;6;5;7;7;6;5;5;4;5;7;10;8;3;6;7;5;6;7;5;6;7;5;1;7; ;1; ; ; ;2; ; ;0;5;5;3;3;4;2;3;4;2;2;3;2;4;4;4;2;4;4;2;2;4;2;2;2;4;4;3;4;3;2;2;4;4;4;4;4;3;3;2;1;1;4;4;2;2;3;2;1;4;4;4;4;2021-12-28;13:37:30;2021-12-28;13:44:44;1;4;4;4;4;2022-01-24;20:36:15;2022-01-24;20:42:22;1;4;4;4;4;2022-02-28;17:28:22;2022-02-28;17:37:53;434;367;571
855810;202112;202201;202202;62;1;3;1;1;1;0;0; ;1;2;1;3;2;6;0;7;1;0;0;2;7;0;5;4;7;8;5;5;6;6;4;0;7;2;0;0;2;7;0;3;4;7;8;5;5;6;6;1;1;1;1;1;2;1;1; ;99;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;7;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;2; ; ; ;1;1; ;2; ; ;8;5;3;4;3;1;3;4;3;4;3;3;3;3;3;4;4;3;4;2;4;3;4;4;3;1;4;3;3;3;3;2;3;2;4;4;4;3;2;2;2;2;2;2;4;1;3;3;3;3;3;3;3;2021-12-06;20:07:41;2021-12-06;20:10:44;3;3;3;3;3;2022-01-03;19:21:41;2022-01-03;19:24:32;3;3;3;3;3;2022-02-15;09:08:20;2022-02-15;09:12:11;183;171;231
855813;202112;202201;202202;30;1;4;1;1;0;0;0; ;2;1;2;1;2;7;8;9;8;7;7;8;8;6;7;8;8;9;7;7;8;8;8;8;8;8;7;7;8;8;7;8;9;9;9;7;7;8;7;2;2;2;2;2;1;1;4; ;99;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;8;1;5;5;7;6;1;1;5;7;4;4;0;3;2;3;7;8;1;7;7;6;8;1;5;6;5;5;4;0;3;6;3;2; ; ; ;2; ; ;2; ; ;6;5;5;2;2;3;1;4;5;1;1;5;1;3;2;5;2;2;4;2;1;4;4;2;2;4;5;5;4;4;3;2;4;4;4;4;4;2;1;1;1;1;4;2;1;1;1;1;1;4;4;4;3;2021-12-06;16:42:15;2021-12-06;16:44:40;1;4;4;4;4;2022-01-04;10:26:59;2022-01-04;10:49:55;1;5;5;5;5;2022-02-07;19:21:02;2022-02-09;21:29:56;145;1376;180534
855868;202112;202202;202202;26;1;4;1;0;0;0;1;Via instagram;1;4;1;3;1;7;8;9;8;6;5;9;9;7;7;9;10;10;6;8;8;7;9;10;9;8;7;7;10;8;7;8;10;10;10;9;8;9;8;2;2;2;1;1;2;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;8;-9;6;-9;6;6;-9;3;-9;-9;2;-9;4;-9;7;-9;-9;8;7;5;8;5;-9;5;0;-9;-9;-9;-9;-9;4;-9;-9;0;2; ; ; ;2; ; ;2; ; ;8;5;3;5;3;3;1;4;3;3;4;3;1;3;3;3;3;1;3;4;3;2;5;1;1;2;5;5;4;5;1;1;4;1;5;5;4;1;2;2;1;1;6;6;3;1;1;1;1;5;4;4;4;2021-12-20;12:51:21;2021-12-20;12:54:23;1;5;1;2;1;2022-02-26;20:41:39;2022-02-26;20:58:08;1;5;2;4;4;2022-02-21;14:24:13;2022-02-21;14:29:03;182;989;290
