nomem_encr;cv23o_m1;cv23o_m2;cv23o_m3;cv23o160;cv23o242;cv23o001;cv23o002;cv23o003;cv23o335;cv23o166;cv23o336;cv23o006;cv23o167;cv23o168;cv23o008;cv23o009;cv23o010;cv23o011;cv23o012;cv23o013;cv23o014;cv23o015;cv23o016;cv23o017;cv23o018;cv23o019;cv23o020;cv23o021;cv23o022;cv23o023;cv23o024;cv23o025;cv23o026;cv23o027;cv23o028;cv23o029;cv23o030;cv23o031;cv23o032;cv23o033;cv23o034;cv23o035;cv23o036;cv23o037;cv23o038;cv23o039;cv23o040;cv23o041;cv23o042;cv23o043;cv23o044;cv23o045;cv23o046;cv23o047;cv23o048;cv23o049;cv23o050;cv23o051;cv23o052;cv23o053;cv23o307;cv23o208;cv23o243;cv23o308;cv23o210;cv23o245;cv23o246;cv23o251;cv23o248;cv23o250;cv23o249;cv23o247;cv23o253;cv23o304;cv23o255;cv23o252;cv23o321;cv23o322;cv23o254;cv23o257;cv23o256;cv23o323;cv23o324;cv23o260;cv23o259;cv23o261;cv23o262;cv23o263;cv23o065;cv23o066;cv23o067;cv23o068;cv23o069;cv23o070;cv23o071;cv23o072;cv23o073;cv23o075;cv23o211;cv23o216;cv23o213;cv23o215;cv23o214;cv23o212;cv23o218;cv23o305;cv23o220;cv23o217;cv23o325;cv23o326;cv23o219;cv23o264;cv23o221;cv23o327;cv23o328;cv23o222;cv23o318;cv23o224;cv23o317;cv23o225;cv23o337;cv23o240;cv23o306;cv23o315;cv23o338;cv23o331;cv23o332;cv23o230;cv23o320;cv23o330;cv23o333;cv23o334;cv23o199;cv23o309;cv23o234;cv23o205;cv23o200;cv23o310;cv23o236;cv23o098;cv23o311;cv23o238;cv23o101;cv23o102;cv23o103;cv23o104;cv23o105;cv23o106;cv23o107;cv23o108;cv23o109;cv23o110;cv23o111;cv23o112;cv23o113;cv23o114;cv23o115;cv23o116;cv23o117;cv23o118;cv23o119;cv23o120;cv23o121;cv23o122;cv23o123;cv23o124;cv23o125;cv23o126;cv23o127;cv23o128;cv23o129;cv23o130;cv23o131;cv23o132;cv23o133;cv23o134;cv23o139;cv23o140;cv23o141;cv23o142;cv23o143;cv23o144;cv23o145;cv23o146;cv23o147;cv23o148;cv23o151;cv23o152;cv23o153;cv23o154;cv23o274;cv23o275;cv23o276;cv23o277;cv23o278;cv23o289;cv23o290;cv23o291;cv23o292;cv23o279;cv23o280;cv23o281;cv23o282;cv23o283;cv23o293;cv23o294;cv23o295;cv23o296;cv23o284;cv23o285;cv23o286;cv23o287;cv23o288;cv23o297;cv23o298;cv23o299;cv23o300;cv23o301;cv23o302;cv23o303
865338;202212;202301;202302;68;1;4;1;1;0;0;0;0;0; ;1;2;2;3;3;9;8;8;9;7;7;9;9;6;9;9;9;9;9;9;7;6;9;9;9;9;8;7;10;10;8;8;9;9;8;9;9;8;7;1;1;1;2;2;1;2; ; ;100;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;7;4;6;6;6;8;3;2;4;3;2;1;1;2;2;1;8;7;2;2;6;4;8;6;5;5;5;4;3;2;4;4;1;2; ; ; ;2; ; ;2; ; ;4;4;4;3;2;3;1;4;3;4;3;5;3;3;2;3;2;3;4;3;2;2;2;3;4;2;4;4;4;3;4;4;4;2;4;4;4;4;3;3;2;1;3;2;4;2;2;2;3;4;2;4;5;06-12-2022;23:22:15;06-12-2022;23:31:08;4;4;4;4;5;02-01-2023;15:34:28;02-01-2023;15:42:31;4;4;5;5;5;08-02-2023;16:11:37;08-02-2023;16:31:02;533;483;1165
865365;202212;202301;202302;79;1;1;1;0;0;0;0;0;0; ;1;4;1;4;2;2;2;6;5;2;2;2;4;5;5;5;6;7;5;4;6;6;2;2;6;5;2;2;3;4;5;5;6;6;7;5;4;6;6;1;1;1;2;1;2;1;10; ;100;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;2;1;3;2;6;3;3;2;5;3;3;6;2;2;1;6;0;0;0;6;2;6;3;2;0;5;3;2;5;3;3;3;5;0;2; ; ; ;2; ; ;2; ; ;6;5;5;3;5;2;3;4;4;2;2;2;2;4;4;4;4;1;3;3;3;2;2;2;2;4;4;4;4;4;2;2;2;2;4;4;3;3;3;2;1;1;4;2;3;2;2;2;1;5;3;3;3;05-12-2022;16:30:30;05-12-2022;16:35:13;1;5;3;3;3;02-01-2023;15:16:16;02-01-2023;15:21:31;1;5;4;4;4;06-02-2023;15:20:24;06-02-2023;15:28:58;283;315;514
865405;202212;202301;202302;61;2;3;1;1;1;0;0;0;0; ;1;3;2;3;2;5;6;6;5;5;5;6;5;8;7;7;7;8;8;8;8;7;6;6;6;4;6;6;6;5;8;7;8;7;8;8;8;7;7;2;1;1;2;1;2;1;1; ;100; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;1;0;0; ;7;6;3;6;5;5;4;3;3;7;5;5;5;5;5;5;5;8;6;3;6;5;5;4;3;5;6;5;5;5;5;5;5;5;1;1; ;1; ; ; ;2; ; ;8;2;4;3;3;3;4;1;4;3;3;4;3;4;3;3;4;2;4;3;3;4;3;4;4;3;4;4;3;2;4;3;3;3;4;3;3;2;2;2;1;1;3;3;4;2;2;3;3;3;3;3;3;07-12-2022;07:36:38;07-12-2022;07:41:04;3;3;3;3;3;04-01-2023;10:05:09;04-01-2023;10:10:44;3;3;3;3;3;08-02-2023;09:00:22;08-02-2023;09:07:07;266;335;405
865411;202212;202301;202302;71;1;1;1;1;0;1;0;0;0; ;1;4;1;3;1;3;5;8;8;5;5;7;8;7;6;7;7;8;6;-9;8;6;3;4;7;7;-9;6;7;7;7;5;6;7;7;7;6;8;6;2;2;2;2;1;2;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;1;3;0;1;4;8;8;0;2;5;6;0;1;0;3;0;1;0;2;0;0;7;7;7;0;3;3;7;0;1;0;0;0;0;2; ; ; ;1;7; ;2; ; ;2;5;5;3;2;4;1;3;5;2;2;4;1;4;4;4;4;3;3;2;3;5;3;2;1;3;5;5;4;4;1;1;2;2;2;3;1;1;2;2;2;2;3;2;1;1;1;1;1;5;5;5;2;10-12-2022;14:55:13;10-12-2022;14:59:39;1;5;5;5;2;05-01-2023;11:42:19;05-01-2023;11:46:50;1;5;5;5;5;08-02-2023;15:35:59;08-02-2023;15:42:18;266;271;379
865417;202301;202301;-9;46;2;2;1;1;1;0;0;0;0; ;2;2;1;1;2;3;3;5;7;3;3;3;5;1;8;8;7;8;4;4;5;4;3;3;5;7;3;3;3;6;1;6;7;6;7;2;2;6;5;1;1;1;2;1;1;1;2; ;100; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ;75; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;6;6;6;5;6;5;5;0;6;5;-9;-9;-9;-9;6;8;-9;3;0;6;-9;7;-9;5;0;-9;5;-9;-9;-9;5;-9;9;0;2; ; ; ;1;17; ;2; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;3;2;2;24-01-2023;09:52:30;24-01-2023;09:55:22;4;4;2;2;2;24-01-2023;09:24:07;24-01-2023;09:50:15; ; ; ; ; ; ; ; ; ;172;1568; 
865429;202212;202301;202302;73;1;1;1;1;0;1;0;0;0; ;1;3;1;3;1;3;4;5;6;2;4;-9;6;5;6;6;5;7;4;5;7;6;3;3;4;5;3;4;-9;-9;6;-9;6;6;7;4;5;7;7;1;1;1;2;1;2;1;16; ;99;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0; ;3;6;0;1;5;6;7;0;8;8;7;3;3;2;3;2;5;2;5;0;1;5;4;6;0;6;8;8;2;4;2;0;4;6;2; ; ; ;1;8; ;2; ; ;3;5;5;3;2;1;4;3;5;2;3;3;1;4;4;4;4;3;4;3;3;4;4;3;1;3;5;5;5;5;2;1;2;2;4;3;1;3;2;2;2;2;4;1;1;1;1;1;4;5;5;5;4;05-12-2022;16:08:58;05-12-2022;16:16:17;4;5;5;5;4;02-01-2023;22:42:00;02-01-2023;22:46:34;1;5;4;5;5;06-02-2023;22:06:31;06-02-2023;22:12:56;439;274;385
865435;202212;202301;202302;66;1;3;1;1;0;1;0;0;0; ;1;4;1;4;1;5;5;8;7;5;6;4;6;5;7;6;7;8;4;7;7;5;6;7;8;7;6;6;3;5;5;7;7;7;8;5;7;7;5;2;1;1;1;1;2;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0;1;0;0; ;4;6;2;4;6;7;5;1;6;6;4;5;3;4;6;5;4;6;5;4;6;7;7;4;2;6;6;5;6;3;5;5;4;6;1;7; ;2; ; ; ;2; ; ;2;4;4;2;1;3;1;4;5;2;2;4;1;2;2;4;2;2;4;2;2;4;4;2;2;4;5;2;4;4;4;2;4;4;3;4;2;2;2;2;1;1;4;2;2;2;2;2;1;5;5;5;5;15-12-2022;09:43:35;15-12-2022;09:49:42;1;5;5;5;5;03-01-2023;12:55:51;03-01-2023;13:01:22;1;5;5;5;5;07-02-2023;12:34:12;07-02-2023;12:44:21;367;331;609
865447;202212;202301;202302;49;1;3;1;1;0;0;0;0;0; ;1;3;1;3;1;6;6;7;7;5;5;4;7;5;7;6;7;8;6;7;8;7;6;6;7;7;5;5;3;7;5;7;6;7;8;6;6;8;7;1;1;1;2;1;2;1;11; ;100;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;5;5;7;5;4;4;2;5;7;6;6;7;1;2;7;1;8;5;4;7;4;6;4;1;7;7;5;5;7;1;5;7;1;2; ; ; ;1;11; ;2; ; ;8;2;5;5;5;1;4;2;4;2;2;4;1;3;3;2;1;1;2;5;1;2;5;2;3;3;4;2;2;3;5;4;3;4;4;5;4;3;2;2;2;1;4;2;2;1;2;2;1;5;3;5;5;08-12-2022;17:58:18;08-12-2022;18:01:47;1;5;3;5;5;07-01-2023;19:33:19;07-01-2023;19:37:36;1;5;3;5;5;11-02-2023;17:48:52;11-02-2023;17:54:05;209;257;313
865469;202301;202301;202302;20;1;3;0;1;1;0;0;0;0; ;2;1;3;1;3;6;7;4;2;4;1;6;2;1;5;4;4;7;1;4;6;7;4;3;5;1;4;3;5;2;1;2;4;3;2;2;4;2;1;2;1;1;2;2;1;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;5;5;3;7;2;2;3;3;3;5;8;5;4;2;2;2;8;2;4;1;1;1;0;0;0;1;0;2;3;5;3;2;2;2; ; ; ;2; ; ;2; ; ;7;5;2;3;3;3;1;4;5;3;1;2;4;2;2;3;1;1;2;4;1;4;1;1;4;2;4;3;4;3;2;2;2;2;2;2;2;2;3;2;2;2;3;3;4;2;2;2;2;5;5;1;5;06-01-2023;18:26:41;11-01-2023;11:43:51;1;5;1;1;5;06-01-2023;18:24:39;06-01-2023;18:26:38;1;5;5;5;5;15-02-2023;23:30:09;15-02-2023;23:33:36;407830;119;207
865490;202212;202301;202302;33;1;4;1;1;1;0;0;0;0; ;1;3;1;3;1;8;6;8;8;7;7;6;6;8;8;7;8;9;8;7;8;7;7;5;7;8;6;6;5;6;8;6;6;6;8;7;8;8;8;2;2;2;1;1;2;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;8;4;5;6;1;4;0;0;0;3;7;7;3;0;1;5;0;8;2;3;6;1;3;1;0;0;3;7;7;3;0;3;5;0;1;1; ;2; ; ; ;2; ; ;8;5;2;4;3;1;3;4;4;1;1;4;1;4;3;2;1;1;4;5;1;4;5;4;1;2;5;4;5;4;4;4;3;2;4;5;4;2;2;2;2;1;2;2;3;1;1;1;1;5;1;3;3;05-12-2022;13:03:10;05-12-2022;13:06:00;1;5;1;3;3;02-01-2023;15:52:31;02-01-2023;15:55:27;1;5;1;3;3;12-02-2023;17:47:21;12-02-2023;17:51:58;170;176;277
865515;202301;202301;202302;32;2;2;0;0;0;1;0;0;0; ;3;1;3;1;3;2;2;6;1;0;0;0;4;4;6;7;7;6;2;5;5;5;0;0;5;0;0;0;0;-9;6;5;7;6;6;2;3;6;6;1;1;2;2;1;1;1;7; ;80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;-9;-9;-9;-9;-9;-9;-9;0;-9;-9;-9;-9;-9;-9;-9;-9;-9;6;0;0;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;6;5;3;3;5;3;4;1;5;1;1;5;1;5;5;3;2;1;2;4;2;4;5;1;1;4;5;5;5;5;3;3;5;1;5;5;2;1;1;1;1;1;6;6;2;1;1;1;4;4;2;1;3;30-01-2023;21:09:38;30-01-2023;21:13:03;5;4;1;1;2;29-01-2023;07:44:30;29-01-2023;07:47:10;1;5;3;4;4;24-02-2023;19:45:05;24-02-2023;20:05:34;205;160;1229
865526;202212;202301;202302;35;2;2;1;1;1;0;0;0;0; ;2;2;1;2;2;1;1;3;7;0;0;2;2;3;8;8;9;8;6;3;5;4;1;1;4;8;0;0;3;3;5;8;8;9;8;6;3;5;4;1;1;1;2;1;1;1;9; ;60; ; ; ;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;4;4;0;4;4;4;4;0;10;3;4;4;4;0;4;7;0;4;4;0;4;4;4;4;0;7;4;4;4;4;4;4;6;0;2; ; ; ;1;9; ;2; ; ;5;5;4;3;5;2;3;1;4;2;1;3;1;5;5;4;4;2;5;3;4;4;4;3;1;4;5;4;4;4;2;1;4;1;4;4;4;1;1;1;1;1;3;3;2;1;4;1;1;5;3;3;3;06-12-2022;16:36:45;06-12-2022;16:39:04;4;3;1;1;2;10-01-2023;16:03:13;29-01-2023;21:56:02;1;5;3;5;5;07-02-2023;07:11:45;07-02-2023;07:16:26;139;1662769;281
865551;202212;202301;202302;76;2;3;1;0;0;0;0;0;0; ;-9;2;2;2;2;1;0;0;2;0;0;0;0;1;5;5;4;2;2;2;3;2;1;1;0;2;2;0;1;0;2;3;4;2;2;1;1;2;2;1;1;1;2;2;1;2; ; ;100; ; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;-9;-9;9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;1;4;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;1;2; ; ; ;2; ; ;2; ; ;-9;3;5;5;2;1;3;2;1;1;1;4;1;4;4;3;3;1;3;4;3;1;5;3;1;3;4;4;4;4;2;1;4;1;3;4;4;4;2;2;1;1;3;3;2;5;2;1;2;1;1;1;2;15-12-2022;17:49:49;15-12-2022;17:54:59;4;4;3;3;3;23-01-2023;12:34:42;23-01-2023;12:39:42;1;5;1;4;4;21-02-2023;09:02:47;21-02-2023;09:11:47;310;300;540
865577;202212;202301;202303;51;1;2;0;1;0;0;0;0;0; ;2;2;2;2;3;3;3;3;5;1;1;1;1;0;3;4;6;5;3;2;5;5;4;4;4;6;2;2;2;2;0;5;5;5;5;4;2;5;6;1;1;1;2;1;1;2; ; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;10;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;0;0;0;0;10;0;0;0;2; ; ; ;2; ; ;2; ; ;5;5;3;3;5;3;1;2;1;5;5;3;4;3;4;5;4;1;5;5;2;5;2;3;5;1;1;2;5;3;4;4;5;5;4;4;4;4;3;3;2;1;5;4;4;1;1;1;2;5;4;3;4;27-12-2022;11:22:56;27-12-2022;11:26:57;1;5;3;4;4;23-01-2023;10:40:37;23-01-2023;10:44:58;1;5;3;5;5;22-03-2023;08:26:41;22-03-2023;08:34:27;241;261;466
865600;202212;202301;202302;68;1;3;1;0;0;1;0;0;0; ;1;4;1;4;1;4;6;7;6;5;5;5;5;5;5;7;8;7;6;8;7;6;5;6;7;7;5;5;6;5;6;6;8;8;7;6;7;7;6;2;2;2;1;1;2;1;5; ;100;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;4;0;2;5;6;7;0;5;3;6;0;2;3;3;2;6;3;5;1;3;4;5;6;0;6;4;5;1;2;3;2;3;4;2; ; ; ;1;5; ;2; ; ;2;5;5;3;2;4;2;1;5;1;1;4;2;4;4;4;4;3;4;2;3;4;3;2;2;4;5;4;3;4;2;2;2;2;3;3;3;2;1;1;1;1;3;2;1;1;1;1;2;4;4;3;3;05-12-2022;21:55:28;05-12-2022;21:59:01;1;4;2;3;3;05-01-2023;13:25:17;05-01-2023;13:28:37;1;5;3;3;3;06-02-2023;14:29:57;06-02-2023;14:33:53;213;200;236
865602;202212;202301;202302;70;1;2;1;1;0;0;0;0;0; ;1;2;1;2;2;5;5;2;8;2;1;1;2;1;5;5;5;8;6;6;5;6;5;5;4;5;4;2;2;3;3;6;4;5;8;5;5;4;3;1;1;1;2;1;2;2; ; ;0;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;10;5;8;5;10;10;10;10;10;7;7;10;10;6;6;10;5;0;6;0;5;5;0;0;0;0;0;6;0;0;2;6;0;2; ; ; ;2; ; ;2; ; ;8;5;4;4;5;1;4;2;3;3;4;3;2;4;3;2;4;1;2;4;3;2;4;2;2;4;4;4;4;4;2;2;3;3;3;3;3;3;3;3;2;2;3;3;4;1;1;2;1;5;3;4;4;08-12-2022;11:04:06;08-12-2022;11:10:00;1;5;1;3;3;04-01-2023;15:21:17;04-01-2023;15:27:41;1;5;3;4;4;24-02-2023;11:33:34;24-02-2023;11:42:45;354;384;551
865612;202212;202301;202302;59;1;3;1;1;1;1;0;0;0; ;2;2;1;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;1;1;2;1;1; ;100;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;7;3;7;5;6;5;0;6;6;1;1;3;3;7;6;1;7;6;6;7;7;7;6;0;6;7;-9;1;7;4;-9;6;1;2; ; ; ;2; ; ;2; ; ;5;5;3;3;3;1;4;2;4;3;2;3;2;3;3;3;3;2;3;3;3;3;4;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;2;2;2;2;3;3;2;2;2;2;3;3;3;3;3;12-12-2022;09:23:27;12-12-2022;09:25:03;3;3;3;3;3;09-01-2023;10:24:27;09-01-2023;10:27:14;3;3;3;3;3;13-02-2023;08:53:35;13-02-2023;08:56:36;96;167;181
865627;202212;202301;202302;37;2;3;0;1;1;1;0;0;0; ;2;2;3;2;2;6;6;6;6;5;5;6;6;4;6;6;7;6;6;6;7;6;6;6;6;6;5;5;6;6;5;6;7;7;6;6;6;6;6;2;2;2;1;2;1;2; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1; ;0;0;0;0;0;0;0;0;1; ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;-9;5;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;5;1;3;3;3;4;1;3;5;3;3;3;3;2;3;4;3;3;4;3;3;3;3;4;4;3;3;2;2;2;3;3;3;3;3;4;2;2;2;2;2;2;3;4;2;3;2;3;3;3;3;3;3;19-12-2022;11:24:27;19-12-2022;11:27:26;4;3;1;1;1;29-01-2023;17:01:44;29-01-2023;17:05:27;2;3;2;3;2;24-02-2023;17:46:05;24-02-2023;17:53:58;179;223;473
865689;202212;202301;202302;74;1;2;1;1;0;1;0;0;0; ;1;4;1;4;1;4;6;8;6;5;5;6;7;6;4;7;7;8;7;9;9;6;4;5;7;6;5;5;6;7;6;-9;7;8;8;7;9;9;6;2;2;1;2;1;2;1;4; ;100;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;5;2;2;8;6;7;0;10;5;7;2;5;5;5;4;6;2;3;3;2;8;7;8;0;10;6;8;2;7;6;5;5;7;1;9; ;1; ; ; ;2; ; ;3;5;5;3;1;4;2;1;5;1;1;5;1;5;5;5;4;3;4;3;2;4;4;2;1;4;5;5;5;5;2;2;2;2;4;4;4;2;1;1;1;1;5;5;1;1;1;1;1;5;5;5;5;07-12-2022;12:14:03;07-12-2022;12:18:26;1;5;5;5;5;02-01-2023;19:52:25;02-01-2023;19:59:12;1;5;5;5;5;06-02-2023;16:23:08;06-02-2023;16:32:56;263;407;588
865704;202212;202301;202302;69;2;3;1;1;0;1;0;0;0; ;1;3;2;3;2;6;7;7;8;6;6;6;7;7;7;7;7;8;7;7;8;7;6;7;7;7;6;6;7;7;7;6;7;7;8;7;7;7;7;2;1;1;2;1;1;1;9; ;95; ; ; ; ; ; ; ;15; ;10; ;75; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;4;6;2;2;8;7;7;0;9;5;-9;1;1;3;4;1;3;5;7;3;3;7;7;7;0;10;4;6;3;2;3;-9;1;3;1;9; ;2; ; ; ;2; ; ;2;4;5;5;2;2;3;1;5;2;2;5;2;4;2;3;2;1;2;5;1;4;5;3;2;4;5;4;4;5;2;2;2;2;4;4;3;2;1;1;1;1;4;4;4;2;2;4;4;3;5;4;3;15-12-2022;17:50:44;15-12-2022;17:54:48;2;4;5;5;4;09-01-2023;19:05:49;09-01-2023;19:10:56;4;4;3;3;3;26-02-2023;20:09:27;26-02-2023;20:21:09;244;307;702
865725;202212;202301;202302;58;1;3;1;0;0;0;0;0;0; ;2;2;2;1;3;5;5;5;5;5;5;6;6;6;-9;2;3;8;2;7;8;7;5;5;5;-9;5;5;5;6;5;-9;5;4;6;1;7;8;8;1;1;1;2;2;1;2; ; ;10;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;1;5;5;5;-9;5;0;6;-9;-9;-9;-9;-9;-9;-9;-9;4;0;0;-9;-9;-9;5;0;-9;-9;-9;-9;3;2;-9;-9;6;2; ; ; ;2; ; ;2; ; ;5;4;5;1;5;3;1;2;3;4;4;3;2;4;3;5;4;4;5;2;3;4;2;2;2;4;4;4;4;4;4;3;4;2;1;4;2;2;3;3;2;2;5;6;3;1;2;1;1;5;4;4;4;17-12-2022;12:51:00;17-12-2022;12:54:25;1;5;4;3;3;27-01-2023;19:06:54;27-01-2023;19:09:19;1;5;4;4;4;24-02-2023;18:22:54;24-02-2023;18:34:29;205;145;695
865743;202212;202301;202302;65;2;1;1;1;0;0;0;0;0; ;2;2;1;3;1;5;5;7;7;5;5;6;7;6;7;7;9;9;7;7;8;8;6;6;7;7;6;6;7;8;6;7;7;8;8;7;7;8;8;1;1;1;2;1;2;1;1; ;90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;7;-9;5;-9;-9;-9;-9;1;7;5;-9;-9;-9;-9;7;-9;2;7;5;5;7;7;-9;4;1;-9;6;-9;6;-9;-9;-9;-9;2;2; ; ; ;2; ; ;2; ; ;7;5;5;4;4;1;2;4;2;3;3;3;2;3;4;3;4;2;4;3;2;3;3;2;2;4;4;4;3;3;3;2;3;2;4;4;3;3;3;2;2;2;6;6;2;2;2;2;4;4;3;4;3;06-12-2022;23:44:25;06-12-2022;23:52:40;4;4;4;4;4;16-01-2023;20:33:19;16-01-2023;20:41:59;4;4;4;4;4;14-02-2023;22:19:23;14-02-2023;22:31:11;495;520;708
865747;202212;202301;202302;75;1;3;1;0;0;0;0;0;0; ;2;1;1;1;2;5;5;5;6;4;5;4;4;5;5;5;5;5;4;6;5;3;5;5;5;6;4;4;5;4;5;5;6;5;5;5;4;5;3;1;1;1;2;1;1;2; ; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;1;1;0;1;1;3;2;0;1;0;0;5;0;0;2;0;1;3;1;0;1;1;1;1;0;1;2;1;5;2;1;1;1;0;2; ; ; ;1;16; ;2; ; ;-9;5;3;3;3;3;2;4;4;2;2;3;2;3;3;3;3;2;3;4;2;3;4;2;3;3;4;3;4;4;2;2;3;2;3;4;3;2;2;2;1;1;4;6;3;2;2;2;1;5;5;5;5;05-12-2022;15:30:18;05-12-2022;15:35:52;1;5;5;5;5;04-01-2023;16:52:23;04-01-2023;16:58:09;1;5;5;5;5;06-02-2023;15:20:59;06-02-2023;15:30:02;334;346;543
865758;202212;202301;202302;70;1;2;1;0;0;1;0;0;0; ;2;2;2;2;2;4;6;7;7;6;6;6;7;7;5;7;7;8;6;6;6;5;4;5;7;7;6;6;6;7;7;6;7;7;8;6;7;6;6;2;2;2;1;2;1;1;5; ;100;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0; ;3;6;1;4;6;6;7;0;6;5;3;-9;4;4;4;5;3;0;5;0;0;5;5;6;0;4;4;2;2;4;5;3;6;4;2; ; ; ;1;5; ;2; ; ;4;5;5;2;3;4;3;2;5;1;1;5;1;5;5;5;5;4;5;1;3;4;1;1;1;5;5;5;3;5;3;1;3;1;2;4;3;3;1;1;1;1;4;2;1;1;1;1;4;3;3;4;3;09-12-2022;13:20:55;09-12-2022;13:27:53;3;4;3;4;3;02-01-2023;13:16:24;02-01-2023;13:25:27;2;4;3;4;1;08-02-2023;16:51:21;08-02-2023;16:59:53;418;543;512
865782;-9;-9;202303;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2;3;1;4;5;2;2;3;2;3;3;4;4;2;4;3;3;4;3;3;1;4;5;4;4;3;3;2;4;2;3;4;3;1;1;1;1;1;4;6;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;3;4;3;24-03-2023;10:47:50;24-03-2023;10:54:58; ; ;428
